sj,age,gender,op1,op2,probe,product,prime,filler,probe_type,prime_type,prime_decade_consistency,prime_cond,acc,RT,block,problem_size,timing
sj06,32,male,8,8,72,64,72,1,neighbour,identity,NA,identity,1,670,7,large,ok
sj06,32,male,3,3,12,9,-1,1,neighbour,neutral,NA,neutral,1,460,7,small,ok
sj06,32,male,5,6,30,30,25,0,product,neighbour,inconsistent,neigh_inc,1,595,8,small,ok
sj06,32,male,6,7,36,42,-1,0,neighbour,neutral,NA,neutral,1,1393,8,large,ok
sj06,32,male,5,3,15,15,15,1,product,identity,NA,identity,1,352,8,small,ok
sj06,32,male,7,8,49,56,-1,1,neighbour,neutral,NA,neutral,1,1486,8,large,ok
sj06,32,male,6,3,18,18,15,0,product,neighbour,consistent,neigh_con,1,466,8,small,ok
sj06,32,male,3,8,22,24,-1,1,unrelated,neutral,NA,neutral,1,802,8,small,ok
sj06,32,male,8,4,28,32,28,0,neighbour,identity,NA,identity,1,926,8,large,ok
sj06,32,male,7,4,28,28,24,0,product,neighbour,consistent,neigh_con,1,531,8,small,ok
sj06,32,male,6,8,48,48,54,0,product,neighbour,inconsistent,neigh_inc,1,909,8,large,ok
sj06,32,male,7,6,48,42,48,0,neighbour,identity,NA,identity,1,523,8,large,ok
sj06,32,male,6,6,36,36,41,0,product,unrelated,inconsistent,unrel_inc,1,592,8,large,ok
sj06,32,male,6,6,30,36,-1,0,neighbour,neutral,NA,neutral,1,446,8,large,ok
sj06,32,male,8,3,22,24,-1,1,unrelated,neutral,NA,neutral,1,562,8,small,ok
sj06,32,male,6,4,22,24,-1,1,unrelated,neutral,NA,neutral,1,1038,8,small,ok
sj06,32,male,3,3,9,9,6,1,product,neighbour,consistent,neigh_con,1,565,8,small,ok
sj06,32,male,4,8,37,32,-1,0,unrelated,neutral,NA,neutral,1,1409,8,large,ok
sj06,32,male,8,5,37,40,-1,0,unrelated,neutral,NA,neutral,1,619,8,large,ok
sj06,32,male,3,4,12,12,9,1,product,neighbour,inconsistent,neigh_inc,1,437,8,small,ok
sj06,32,male,4,7,28,28,28,0,product,identity,NA,identity,1,1507,8,small,ok
sj06,32,male,3,7,21,21,-1,0,product,neutral,NA,neutral,1,419,8,small,ok
sj06,32,male,8,4,29,32,29,0,unrelated,identity,NA,identity,1,652,8,large,ok
sj06,32,male,7,3,24,21,-1,0,neighbour,neutral,NA,neutral,1,510,8,small,ok
sj06,32,male,4,7,31,28,-1,0,unrelated,neutral,NA,neutral,1,732,8,small,ok
sj06,32,male,4,8,32,32,36,0,product,neighbour,consistent,neigh_con,1,1054,8,large,ok
sj06,32,male,4,6,20,24,20,1,neighbour,identity,NA,identity,1,1120,8,small,ok
sj06,32,male,8,4,32,32,28,0,product,neighbour,inconsistent,neigh_inc,1,1117,8,large,ok
sj06,32,male,7,7,42,49,42,0,neighbour,identity,NA,identity,1,899,8,large,ok
sj06,32,male,7,6,47,42,-1,0,unrelated,neutral,NA,neutral,1,539,8,large,ok
sj06,32,male,7,7,43,49,43,0,unrelated,identity,NA,identity,1,444,8,large,ok
sj06,32,male,3,6,22,18,22,0,unrelated,identity,NA,identity,1,464,8,small,ok
sj06,32,male,6,4,24,24,24,1,product,identity,NA,identity,1,608,8,small,ok
sj06,32,male,7,5,35,35,41,0,product,unrelated,inconsistent,unrel_inc,1,773,8,large,ok
sj06,32,male,6,8,42,48,-1,0,neighbour,neutral,NA,neutral,1,1247,8,large,ok
sj06,32,male,6,3,21,18,21,0,neighbour,identity,NA,identity,1,515,8,small,ok
sj06,32,male,8,8,64,64,-1,1,product,neutral,NA,neutral,1,1089,8,large,ok
sj06,32,male,8,3,22,24,22,1,unrelated,identity,NA,identity,1,459,8,small,ok
sj06,32,male,3,6,15,18,-1,0,neighbour,neutral,NA,neutral,1,923,8,small,ok
sj06,32,male,5,3,18,15,18,1,neighbour,identity,NA,identity,1,448,8,small,ok
sj06,32,male,5,4,16,20,-1,0,neighbour,neutral,NA,neutral,1,1204,8,small,ok
sj06,32,male,4,4,12,16,12,0,neighbour,identity,NA,identity,1,528,8,small,ok
sj06,32,male,6,4,24,24,24,1,product,identity,NA,identity,1,804,8,small,ok
sj06,32,male,7,8,56,56,-1,1,product,neutral,NA,neutral,0,1585,8,large,ok
sj06,32,male,4,3,7,12,-1,1,unrelated,neutral,NA,neutral,1,577,8,small,ok
sj06,32,male,6,6,41,36,-1,0,unrelated,neutral,NA,neutral,1,515,8,large,ok
sj06,32,male,5,5,30,25,30,0,neighbour,identity,NA,identity,1,977,8,small,ok
sj06,32,male,3,5,18,15,-1,1,neighbour,neutral,NA,neutral,1,500,8,small,ok
sj06,32,male,4,4,16,16,-1,0,product,neutral,NA,neutral,1,796,8,small,ok
sj06,32,male,8,7,56,56,49,1,product,neighbour,inconsistent,neigh_inc,1,706,8,large,ok
sj06,32,male,8,8,64,64,72,1,product,neighbour,inconsistent,neigh_inc,1,1730,8,large,ok
sj06,32,male,4,7,28,28,-1,0,product,neutral,NA,neutral,1,605,8,small,ok
sj06,32,male,8,8,56,64,56,1,neighbour,identity,NA,identity,1,1569,8,large,ok
sj06,32,male,3,7,23,21,-1,0,unrelated,neutral,NA,neutral,1,555,8,small,ok
sj06,32,male,8,6,48,48,48,0,product,identity,NA,identity,1,801,8,large,ok
sj06,32,male,3,3,9,9,7,1,product,unrelated,consistent,unrel_con,1,510,8,small,ok
sj06,32,male,8,8,57,64,-1,1,unrelated,neutral,NA,neutral,1,748,8,large,ok
sj06,32,male,8,4,29,32,-1,0,unrelated,neutral,NA,neutral,1,916,8,large,ok
sj06,32,male,4,4,16,16,13,0,product,unrelated,consistent,unrel_con,1,834,8,small,ok
sj06,32,male,3,6,18,18,18,0,product,identity,NA,identity,1,448,8,small,ok
sj06,32,male,7,8,47,56,-1,1,unrelated,neutral,NA,neutral,1,869,8,large,ok
sj06,32,male,3,3,9,9,9,1,product,identity,NA,identity,1,374,8,small,ok
sj06,32,male,8,6,48,48,42,0,product,neighbour,consistent,neigh_con,1,1471,8,large,ok
sj06,32,male,6,6,36,36,31,0,product,unrelated,consistent,unrel_con,1,494,8,large,ok
sj06,32,male,5,7,41,35,41,0,unrelated,identity,NA,identity,1,592,8,large,ok
sj06,32,male,5,7,35,35,35,0,product,identity,NA,identity,1,366,8,large,ok
sj06,32,male,8,3,21,24,-1,1,neighbour,neutral,NA,neutral,1,562,8,small,ok
sj06,32,male,4,4,20,16,-1,0,neighbour,neutral,NA,neutral,1,479,8,small,ok
sj06,32,male,6,7,42,42,42,0,product,identity,NA,identity,1,996,8,large,ok
sj06,32,male,3,4,17,12,-1,1,unrelated,neutral,NA,neutral,1,483,8,small,ok
sj06,32,male,8,7,47,56,-1,1,unrelated,neutral,NA,neutral,1,735,8,large,ok
sj06,32,male,3,5,12,15,-1,1,neighbour,neutral,NA,neutral,1,561,8,small,ok
sj06,32,male,6,8,48,48,48,0,product,identity,NA,identity,1,749,8,large,ok
sj06,32,male,5,4,17,20,-1,0,unrelated,neutral,NA,neutral,1,476,8,small,ok
sj07,27,female,4,5,24,20,24,0,neighbour,identity,NA,identity,0,841,1,small,ok
sj07,27,female,7,4,23,28,23,0,unrelated,identity,NA,identity,1,1037,1,small,ok
sj07,27,female,5,8,45,40,-1,0,neighbour,neutral,NA,neutral,0,596,1,large,ok
sj07,27,female,6,7,36,42,36,0,neighbour,identity,NA,identity,0,1122,1,large,ok
sj07,27,female,4,3,15,12,15,1,neighbour,identity,NA,identity,1,590,1,small,ok
sj07,27,female,7,6,47,42,-1,0,unrelated,neutral,NA,neutral,0,781,1,large,ok
sj07,27,female,8,7,56,56,63,1,product,neighbour,inconsistent,neigh_inc,1,893,1,large,ok
sj07,27,female,7,7,49,49,56,0,product,neighbour,inconsistent,neigh_inc,1,975,1,large,ok
sj07,27,female,3,3,6,9,-1,1,neighbour,neutral,NA,neutral,0,1057,1,small,ok
sj07,27,female,5,5,25,25,22,0,product,unrelated,consistent,unrel_con,1,1427,1,small,ok
sj07,27,female,5,5,25,25,-1,0,product,neutral,NA,neutral,1,1236,1,small,ok
sj07,27,female,5,8,40,40,37,0,product,unrelated,inconsistent,unrel_inc,1,834,1,large,ok
sj07,27,female,8,6,48,48,42,0,product,neighbour,consistent,neigh_con,0,1040,1,large,ok
sj07,27,female,8,3,22,24,-1,1,unrelated,neutral,NA,neutral,0,1356,1,small,ok
sj07,27,female,5,4,20,20,16,0,product,neighbour,inconsistent,neigh_inc,1,1155,1,small,ok
sj07,27,female,6,6,30,36,-1,0,neighbour,neutral,NA,neutral,1,1329,1,large,ok
sj07,27,female,3,8,22,24,22,1,unrelated,identity,NA,identity,0,763,1,small,ok
sj07,27,female,6,7,42,42,36,0,product,neighbour,inconsistent,neigh_inc,1,591,1,large,ok
sj07,27,female,8,3,24,24,26,1,product,unrelated,consistent,unrel_con,1,974,1,small,ok
sj07,27,female,5,6,23,30,23,0,unrelated,identity,NA,identity,1,720,1,small,ok
sj07,27,female,8,7,47,56,47,1,unrelated,identity,NA,identity,0,620,1,large,ok
sj07,27,female,5,3,18,15,-1,1,neighbour,neutral,NA,neutral,0,764,1,small,ok
sj07,27,female,6,6,36,36,-1,0,product,neutral,NA,neutral,1,1393,1,large,ok
sj07,27,female,8,4,29,32,-1,0,unrelated,neutral,NA,neutral,1,1167,1,large,ok
sj07,27,female,7,3,18,21,-1,0,neighbour,neutral,NA,neutral,0,1331,1,small,ok
sj07,27,female,7,4,28,28,24,0,product,neighbour,consistent,neigh_con,0,1629,1,small,ok
sj07,27,female,4,5,23,20,-1,0,unrelated,neutral,NA,neutral,0,684,1,small,ok
sj07,27,female,6,7,42,42,37,0,product,unrelated,inconsistent,unrel_inc,1,1072,1,large,ok
sj07,27,female,3,3,12,9,12,1,neighbour,identity,NA,identity,1,1310,1,small,ok
sj07,27,female,5,5,22,25,22,0,unrelated,identity,NA,identity,1,988,1,small,ok
sj07,27,female,4,8,32,32,32,0,product,identity,NA,identity,1,613,1,large,ok
sj07,27,female,3,8,24,24,24,1,product,identity,NA,identity,1,1247,1,small,ok
sj07,27,female,4,6,24,24,-1,1,product,neutral,NA,neutral,1,1043,1,small,ok
sj07,27,female,8,5,40,40,40,0,product,identity,NA,identity,1,592,1,large,ok
sj07,27,female,3,6,18,18,-1,0,product,neutral,NA,neutral,1,750,1,small,ok
sj07,27,female,5,5,20,25,-1,0,neighbour,neutral,NA,neutral,1,1132,1,small,ok
sj07,27,female,3,6,15,18,15,0,neighbour,identity,NA,identity,0,1662,1,small,ok
sj07,27,female,4,5,17,20,-1,0,unrelated,neutral,NA,neutral,0,671,1,small,ok
sj07,27,female,3,8,27,24,27,1,neighbour,identity,NA,identity,0,525,1,small,ok
sj07,27,female,3,4,12,12,9,1,product,neighbour,inconsistent,neigh_inc,1,1089,1,small,ok
sj07,27,female,7,7,42,49,-1,0,neighbour,neutral,NA,neutral,1,1131,1,large,ok
sj07,27,female,7,5,35,35,31,0,product,unrelated,consistent,unrel_con,1,1117,1,large,ok
sj07,27,female,3,8,21,24,-1,1,neighbour,neutral,NA,neutral,0,1140,1,small,ok
sj07,27,female,6,6,36,36,36,0,product,identity,NA,identity,1,1276,1,large,ok
sj07,27,female,7,7,55,49,55,0,unrelated,identity,NA,identity,1,946,1,large,ok
sj07,27,female,5,6,35,30,-1,0,neighbour,neutral,NA,neutral,0,722,1,small,ok
sj07,27,female,6,4,22,24,-1,1,unrelated,neutral,NA,neutral,0,911,1,small,ok
sj07,27,female,6,5,35,30,35,0,neighbour,identity,NA,identity,1,989,1,small,ok
sj07,27,female,8,6,48,48,-1,0,product,neutral,NA,neutral,0,683,1,large,ok
sj07,27,female,7,3,23,21,-1,0,unrelated,neutral,NA,neutral,1,879,1,small,ok
sj07,27,female,4,7,28,28,31,0,product,unrelated,inconsistent,unrel_inc,1,812,1,small,ok
sj07,27,female,3,4,12,12,12,1,product,identity,NA,identity,0,1230,1,small,ok
sj07,27,female,7,5,35,35,-1,0,product,neutral,NA,neutral,1,684,1,large,ok
sj07,27,female,6,7,48,42,48,0,neighbour,identity,NA,identity,0,433,1,large,ok
sj07,27,female,3,8,24,24,24,1,product,identity,NA,identity,1,751,1,small,ok
sj07,27,female,6,7,42,42,-1,0,product,neutral,NA,neutral,1,653,1,large,ok
sj07,27,female,7,3,21,21,19,0,product,unrelated,inconsistent,unrel_inc,1,543,1,small,ok
sj07,27,female,7,3,21,21,23,0,product,unrelated,consistent,unrel_con,1,1183,1,small,ok
sj07,27,female,8,8,64,64,56,1,product,neighbour,inconsistent,neigh_inc,1,704,1,large,ok
sj07,27,female,8,8,71,64,71,1,unrelated,identity,NA,identity,1,656,1,large,ok
sj07,27,female,4,4,20,16,20,0,neighbour,identity,NA,identity,0,706,1,small,ok
sj07,27,female,3,6,18,18,18,0,product,identity,NA,identity,1,1138,1,small,ok
sj07,27,female,3,4,12,12,12,1,product,identity,NA,identity,1,820,1,small,ok
sj07,27,female,3,3,7,9,-1,1,unrelated,neutral,NA,neutral,1,765,1,small,ok
sj07,27,female,6,5,30,30,34,0,product,unrelated,consistent,unrel_con,1,1057,1,small,ok
sj07,27,female,8,4,32,32,29,0,product,unrelated,inconsistent,unrel_inc,1,1987,1,large,ok
sj07,27,female,4,4,16,16,-1,0,product,neutral,NA,neutral,1,883,1,small,ok
sj07,27,female,4,3,12,12,17,1,product,unrelated,consistent,unrel_con,1,768,1,small,ok
sj07,27,female,7,5,35,35,-1,0,product,neutral,NA,neutral,1,548,1,large,ok
sj07,27,female,6,6,31,36,-1,0,unrelated,neutral,NA,neutral,1,788,1,large,ok
sj07,27,female,7,4,23,28,-1,0,unrelated,neutral,NA,neutral,1,1284,1,small,ok
sj07,27,female,6,3,18,18,22,0,product,unrelated,inconsistent,unrel_inc,1,1073,1,small,ok
sj07,27,female,5,8,40,40,35,0,product,neighbour,inconsistent,neigh_inc,1,758,2,large,ok
sj07,27,female,4,5,16,20,-1,0,neighbour,neutral,NA,neutral,0,884,2,small,ok
sj07,27,female,8,7,56,56,56,1,product,identity,NA,identity,1,880,2,large,ok
sj07,27,female,7,8,56,56,-1,1,product,neutral,NA,neutral,0,957,2,large,ok
sj07,27,female,3,4,15,12,-1,1,neighbour,neutral,NA,neutral,1,755,2,small,ok
sj07,27,female,6,5,30,30,30,0,product,identity,NA,identity,1,593,2,small,ok
sj07,27,female,5,6,30,30,35,0,product,neighbour,consistent,neigh_con,1,559,2,small,ok
sj07,27,female,7,3,24,21,24,0,neighbour,identity,NA,identity,0,700,2,small,ok
sj07,27,female,3,4,12,12,17,1,product,unrelated,consistent,unrel_con,1,876,2,small,ok
sj07,27,female,8,6,48,48,48,0,product,identity,NA,identity,1,962,2,large,ok
sj07,27,female,6,8,48,48,48,0,product,identity,NA,identity,1,494,2,large,ok
sj07,27,female,5,6,34,30,34,0,unrelated,identity,NA,identity,1,880,2,small,ok
sj07,27,female,4,3,7,12,-1,1,unrelated,neutral,NA,neutral,0,1069,2,small,ok
sj07,27,female,5,6,30,30,-1,0,product,neutral,NA,neutral,1,523,2,small,ok
sj07,27,female,7,6,48,42,48,0,neighbour,identity,NA,identity,0,623,2,large,ok
sj07,27,female,8,8,57,64,-1,1,unrelated,neutral,NA,neutral,1,671,2,large,ok
sj07,27,female,4,8,29,32,29,0,unrelated,identity,NA,identity,1,750,2,large,ok
sj07,27,female,7,4,28,28,-1,0,product,neutral,NA,neutral,1,780,2,small,ok
sj07,27,female,6,4,29,24,-1,1,unrelated,neutral,NA,neutral,1,588,2,small,ok
sj07,27,female,5,4,24,20,-1,0,neighbour,neutral,NA,neutral,1,805,2,small,ok
sj07,27,female,4,7,23,28,23,0,unrelated,identity,NA,identity,0,1233,2,small,ok
sj07,27,female,5,4,20,20,24,0,product,neighbour,consistent,neigh_con,1,1055,2,small,ok
sj07,27,female,7,8,49,56,49,1,neighbour,identity,NA,identity,0,1009,2,large,ok
sj07,27,female,7,8,56,56,47,1,product,unrelated,inconsistent,unrel_inc,1,907,2,large,ok
sj07,27,female,5,3,19,15,19,1,unrelated,identity,NA,identity,1,659,2,small,ok
sj07,27,female,5,8,35,40,35,0,neighbour,identity,NA,identity,0,748,2,large,ok
sj07,27,female,3,7,19,21,-1,0,unrelated,neutral,NA,neutral,1,852,2,small,ok
sj07,27,female,6,8,48,48,42,0,product,neighbour,consistent,neigh_con,1,814,2,large,ok
sj07,27,female,7,4,31,28,31,0,unrelated,identity,NA,identity,1,576,2,small,ok
sj07,27,female,4,7,31,28,31,0,unrelated,identity,NA,identity,1,499,2,small,ok
sj07,27,female,5,8,40,40,-1,0,product,neutral,NA,neutral,1,613,2,large,ok
sj07,27,female,6,3,18,18,14,0,product,unrelated,consistent,unrel_con,1,863,2,small,ok
sj07,27,female,3,5,12,15,12,1,neighbour,identity,NA,identity,1,575,2,small,ok
sj07,27,female,5,8,40,40,45,0,product,neighbour,consistent,neigh_con,1,834,2,large,ok
sj07,27,female,7,6,42,42,42,0,product,identity,NA,identity,1,688,2,large,ok
sj07,27,female,6,4,24,24,-1,1,product,neutral,NA,neutral,1,996,2,small,ok
sj07,27,female,5,5,22,25,-1,0,unrelated,neutral,NA,neutral,1,547,2,small,ok
sj07,27,female,3,7,21,21,21,0,product,identity,NA,identity,1,835,2,small,ok
sj07,27,female,5,5,25,25,20,0,product,neighbour,consistent,neigh_con,1,833,2,small,ok
sj07,27,female,5,7,31,35,-1,0,unrelated,neutral,NA,neutral,1,671,2,large,ok
sj07,27,female,3,3,7,9,7,1,unrelated,identity,NA,identity,1,525,2,small,ok
sj07,27,female,4,4,16,16,20,0,product,neighbour,inconsistent,neigh_inc,1,561,2,small,ok
sj07,27,female,4,6,20,24,-1,1,neighbour,neutral,NA,neutral,0,542,2,small,ok
sj07,27,female,6,6,42,36,-1,0,neighbour,neutral,NA,neutral,0,926,2,large,ok
sj07,27,female,5,4,20,20,-1,0,product,neutral,NA,neutral,1,482,2,small,ok
sj07,27,female,3,7,21,21,21,0,product,identity,NA,identity,0,670,2,small,ok
sj07,27,female,8,6,54,48,54,0,neighbour,identity,NA,identity,0,813,2,large,ok
sj07,27,female,3,8,24,24,-1,1,product,neutral,NA,neutral,1,799,2,small,ok
sj07,27,female,4,6,20,24,20,1,neighbour,identity,NA,identity,0,1115,2,small,ok
sj07,27,female,7,7,49,49,55,0,product,unrelated,inconsistent,unrel_inc,1,641,2,large,ok
sj07,27,female,5,5,25,25,30,0,product,neighbour,inconsistent,neigh_inc,1,509,2,small,ok
sj07,27,female,5,4,20,20,23,0,product,unrelated,consistent,unrel_con,1,556,2,small,ok
sj07,27,female,6,4,24,24,24,1,product,identity,NA,identity,1,994,2,small,ok
sj07,27,female,8,6,48,48,41,0,product,unrelated,consistent,unrel_con,1,833,2,large,ok
sj07,27,female,3,3,11,9,-1,1,unrelated,neutral,NA,neutral,1,463,2,small,ok
sj07,27,female,7,6,37,42,37,0,unrelated,identity,NA,identity,0,927,2,large,ok
sj07,27,female,6,4,24,24,22,1,product,unrelated,consistent,unrel_con,1,563,2,small,ok
sj07,27,female,3,3,11,9,11,1,unrelated,identity,NA,identity,1,383,2,small,ok
sj07,27,female,7,4,24,28,24,0,neighbour,identity,NA,identity,0,559,2,small,ok
sj07,27,female,7,5,35,35,41,0,product,unrelated,inconsistent,unrel_inc,1,620,2,large,ok
sj07,27,female,5,6,30,30,30,0,product,identity,NA,identity,1,460,2,small,ok
sj07,27,female,5,8,37,40,37,0,unrelated,identity,NA,identity,1,748,2,large,ok
sj07,27,female,3,8,24,24,22,1,product,unrelated,consistent,unrel_con,1,468,2,small,ok
sj07,27,female,7,7,49,49,49,0,product,identity,NA,identity,1,420,2,large,ok
sj07,27,female,5,5,25,25,-1,0,product,neutral,NA,neutral,1,381,2,small,ok
sj07,27,female,5,3,12,15,12,1,neighbour,identity,NA,identity,1,589,2,small,ok
sj07,27,female,8,8,56,64,56,1,neighbour,identity,NA,identity,0,475,2,large,ok
sj07,27,female,3,8,24,24,27,1,product,neighbour,consistent,neigh_con,1,769,2,small,ok
sj07,27,female,4,7,28,28,32,0,product,neighbour,inconsistent,neigh_inc,1,684,2,small,ok
sj07,27,female,8,8,56,64,-1,1,neighbour,neutral,NA,neutral,0,512,2,large,ok
sj07,27,female,5,5,25,25,31,0,product,unrelated,inconsistent,unrel_inc,1,414,2,small,ok
sj07,27,female,8,4,36,32,36,0,neighbour,identity,NA,identity,0,688,2,large,ok
sj07,27,female,3,7,21,21,19,0,product,unrelated,inconsistent,unrel_inc,1,565,3,small,ok
sj07,27,female,6,3,22,18,22,0,unrelated,identity,NA,identity,0,1233,3,small,ok
sj07,27,female,4,6,24,24,29,1,product,unrelated,consistent,unrel_con,1,784,3,small,ok
sj07,27,female,6,3,18,18,21,0,product,neighbour,inconsistent,neigh_inc,1,688,3,small,ok
sj07,27,female,8,4,32,32,37,0,product,unrelated,consistent,unrel_con,1,772,3,large,ok
sj07,27,female,6,4,24,24,-1,1,product,neutral,NA,neutral,1,783,3,small,ok
sj07,27,female,3,5,15,15,12,1,product,neighbour,consistent,neigh_con,1,495,3,small,ok
sj07,27,female,4,5,20,20,-1,0,product,neutral,NA,neutral,1,385,3,small,ok
sj07,27,female,3,8,26,24,-1,1,unrelated,neutral,NA,neutral,0,721,3,small,ok
sj07,27,female,7,7,49,49,-1,0,product,neutral,NA,neutral,1,461,3,large,ok
sj07,27,female,3,7,21,21,23,0,product,unrelated,consistent,unrel_con,1,638,3,small,ok
sj07,27,female,3,6,14,18,-1,0,unrelated,neutral,NA,neutral,1,788,3,small,ok
sj07,27,female,8,7,56,56,47,1,product,unrelated,inconsistent,unrel_inc,0,948,3,large,ok
sj07,27,female,6,5,30,30,-1,0,product,neutral,NA,neutral,1,404,3,small,ok
sj07,27,female,8,3,24,24,24,1,product,identity,NA,identity,1,673,3,small,ok
sj07,27,female,8,3,24,24,24,1,product,identity,NA,identity,1,447,3,small,ok
sj07,27,female,5,7,35,35,-1,0,product,neutral,NA,neutral,1,579,3,large,ok
sj07,27,female,6,6,42,36,42,0,neighbour,identity,NA,identity,1,908,3,large,ok
sj07,27,female,8,4,37,32,37,0,unrelated,identity,NA,identity,1,724,3,large,ok
sj07,27,female,6,6,36,36,36,0,product,identity,NA,identity,1,688,3,large,ok
sj07,27,female,8,6,48,48,-1,0,product,neutral,NA,neutral,1,612,3,large,ok
sj07,27,female,6,6,41,36,41,0,unrelated,identity,NA,identity,1,622,3,large,ok
sj07,27,female,6,3,18,18,18,0,product,identity,NA,identity,1,462,3,small,ok
sj07,27,female,6,4,28,24,28,1,neighbour,identity,NA,identity,0,815,3,small,ok
sj07,27,female,6,4,28,24,-1,1,neighbour,neutral,NA,neutral,0,913,3,small,ok
sj07,27,female,4,3,17,12,17,1,unrelated,identity,NA,identity,1,767,3,small,ok
sj07,27,female,8,3,21,24,21,1,neighbour,identity,NA,identity,1,1059,3,small,ok
sj07,27,female,6,5,30,30,30,0,product,identity,NA,identity,1,411,3,small,ok
sj07,27,female,4,4,13,16,13,0,unrelated,identity,NA,identity,1,766,3,small,ok
sj07,27,female,7,8,56,56,-1,1,product,neutral,NA,neutral,1,546,3,large,ok
sj07,27,female,5,3,13,15,-1,1,unrelated,neutral,NA,neutral,1,626,3,small,ok
sj07,27,female,8,8,71,64,-1,1,unrelated,neutral,NA,neutral,1,738,3,large,ok
sj07,27,female,8,5,40,40,37,0,product,unrelated,inconsistent,unrel_inc,1,437,3,large,ok
sj07,27,female,7,8,63,56,63,1,neighbour,identity,NA,identity,0,739,3,large,ok
sj07,27,female,4,4,16,16,16,0,product,identity,NA,identity,1,549,3,small,ok
sj07,27,female,5,7,35,35,35,0,product,identity,NA,identity,1,715,3,large,ok
sj07,27,female,4,8,28,32,28,0,neighbour,identity,NA,identity,0,898,3,large,ok
sj07,27,female,6,5,30,30,23,0,product,unrelated,inconsistent,unrel_inc,1,996,3,small,ok
sj07,27,female,8,5,44,40,-1,0,unrelated,neutral,NA,neutral,0,850,3,large,ok
sj07,27,female,5,7,41,35,-1,0,unrelated,neutral,NA,neutral,1,620,3,large,ok
sj07,27,female,3,7,21,21,-1,0,product,neutral,NA,neutral,1,428,3,small,ok
sj07,27,female,6,7,47,42,-1,0,unrelated,neutral,NA,neutral,1,901,3,large,ok
sj07,27,female,5,8,40,40,40,0,product,identity,NA,identity,1,445,3,large,ok
sj07,27,female,5,6,30,30,25,0,product,neighbour,inconsistent,neigh_inc,1,513,3,small,ok
sj07,27,female,3,5,19,15,-1,1,unrelated,neutral,NA,neutral,1,527,3,small,ok
sj07,27,female,3,6,15,18,-1,0,neighbour,neutral,NA,neutral,1,579,3,small,ok
sj07,27,female,6,4,24,24,20,1,product,neighbour,consistent,neigh_con,1,428,3,small,ok
sj07,27,female,4,5,17,20,17,0,unrelated,identity,NA,identity,1,564,3,small,ok
sj07,27,female,4,4,13,16,-1,0,unrelated,neutral,NA,neutral,1,432,3,small,ok
sj07,27,female,6,7,42,42,-1,0,product,neutral,NA,neutral,1,623,3,large,ok
sj07,27,female,6,6,36,36,30,0,product,neighbour,consistent,neigh_con,1,543,3,large,ok
sj07,27,female,6,4,20,24,20,1,neighbour,identity,NA,identity,0,447,3,small,ok
sj07,27,female,7,7,49,49,42,0,product,neighbour,consistent,neigh_con,1,435,3,large,ok
sj07,27,female,8,4,36,32,-1,0,neighbour,neutral,NA,neutral,0,769,3,large,ok
sj07,27,female,6,4,20,24,-1,1,neighbour,neutral,NA,neutral,1,1419,3,small,ok
sj07,27,female,5,7,35,35,-1,0,product,neutral,NA,neutral,0,1388,3,large,ok
sj07,27,female,8,3,24,24,-1,1,product,neutral,NA,neutral,1,692,3,small,ok
sj07,27,female,4,5,24,20,-1,0,neighbour,neutral,NA,neutral,1,1022,3,small,ok
sj07,27,female,7,7,49,49,-1,0,product,neutral,NA,neutral,1,575,3,large,ok
sj07,27,female,4,7,28,28,28,0,product,identity,NA,identity,1,1137,3,small,ok
sj07,27,female,8,5,40,40,40,0,product,identity,NA,identity,1,467,3,large,ok
sj07,27,female,5,6,30,30,34,0,product,unrelated,consistent,unrel_con,1,435,3,small,ok
sj07,27,female,8,3,21,24,-1,1,neighbour,neutral,NA,neutral,1,897,3,small,ok
sj07,27,female,6,5,25,30,-1,0,neighbour,neutral,NA,neutral,1,964,3,small,ok
sj07,27,female,8,8,64,64,64,1,product,identity,NA,identity,1,512,3,large,ok
sj07,27,female,5,7,30,35,-1,0,neighbour,neutral,NA,neutral,0,462,3,large,ok
sj07,27,female,6,8,48,48,-1,0,product,neutral,NA,neutral,1,991,3,large,ok
sj07,27,female,8,3,24,24,21,1,product,neighbour,consistent,neigh_con,1,782,3,small,ok
sj07,27,female,5,6,25,30,25,0,neighbour,identity,NA,identity,1,1277,3,small,ok
sj07,27,female,7,6,42,42,37,0,product,unrelated,inconsistent,unrel_inc,1,803,3,large,ok
sj07,27,female,8,5,40,40,45,0,product,neighbour,consistent,neigh_con,1,656,3,large,ok
sj07,27,female,6,8,48,48,48,0,product,identity,NA,identity,0,1057,3,large,ok
sj07,27,female,3,6,22,18,-1,0,unrelated,neutral,NA,neutral,0,1210,4,small,ok
sj07,27,female,7,7,55,49,-1,0,unrelated,neutral,NA,neutral,1,620,4,large,ok
sj07,27,female,6,3,15,18,15,0,neighbour,identity,NA,identity,1,1549,4,small,ok
sj07,27,female,7,6,42,42,-1,0,product,neutral,NA,neutral,1,491,4,large,ok
sj07,27,female,5,7,35,35,35,0,product,identity,NA,identity,1,1213,4,large,ok
sj07,27,female,5,6,30,30,23,0,product,unrelated,inconsistent,unrel_inc,1,1055,4,small,ok
sj07,27,female,4,7,28,28,-1,0,product,neutral,NA,neutral,1,818,4,small,ok
sj07,27,female,7,3,21,21,21,0,product,identity,NA,identity,1,675,4,small,ok
